pyIssue,pyGroup,pyName,pyLabel,CampaignName,OfferCode,OfferStatus,OfferStartDate,OfferExpireDate,NBAName,NBANumber,NBACategory,NBAType,OfferShortDescriptionEN,OfferShortDescriptionFR,OfferLongDescriptionEN,OfferLongDescriptionFr,PersistenceDays,RestPeriodDays,OfferCondition,IncentiveAmount,PS_CD,PrimaryProductServiceSubCode,RetailOrSmallBusiness,PrimaryProductServiceNameEN,OfferType,OfferClassification,OfferSubClassification,Prestaged,CreativeID,SOL,SMC,SSC,SIC,SSP,MOB,MMC,MIC,ABM,CSE,PrimaryProductFeaturesEN,PrimaryProductFeaturesFR,DCM,DHC,DMB,DPB,MCP,OfferName,SCP,MSP,CSA,DIA,ATC_NONPEGA,ATC_PEGA,EngagementType,CUSTOMER_RELEVANCE,EML,MOBSeed,SOLSeed,PMT,InteractionLevel,Level0InteractionCode,COP,AFILUAInsight,AFILUAInsightMax,AFILUAInsightMin,CCMinPmtInsight,CCMinPmtInsightMax,CCMinPmtInsightMin,ChannelSubgroup,ChqPurFreqFlashInsight,ChqPurFreqFlashInsightMax,ChqPurFreqFlashInsightMin,ChqPurFreqInsight,ChqPurFreqInsightMax,ChqPurFreqInsightMin,DepositSubgroup,InsuranceSubgroup,InvestmentSubgroup,LendingSubgroup,PaymentSubgroup,ProductGroup,ProductIndicator,ProductType,RelationshipSubgroup,TravelInsight,TravelInsightMax,TravelInsightMin,PrimaryProductServiceNameFR,BRN,BOT,CRM,BusinessGroup,BusinessOwner,CampaignCode,PEG,REB,RES,CRO,StartDate,EndDate,pyIsPropositionActive,PrimaryProductCode,PrimaryProductSubCode,PrimarySourceCode,Alt1ProductCode,Alt1ProductSubCode,Alt1SourceCode,Alt2ProductCode,Alt2ProductSubCode,Alt2SourceCode
Sales,Payment,2009,Amex Gold PA - AFW +20k w/$750,,2009,InMarket,9/1/2016,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow My Customer,Amex Gold PA - AFW +20k w/$750,Amex Gold PA - AFW +20k  w/$750,"American Express Gold Card, annual $99 fee waived, receive 20,000 points with $750 spend in the first three months.",Amex Gold PA - AFW +20k w/$750 in first 3 months,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,20000,AXG,GC,Retail,Scotiabank Gold Amex - Regular,Acquisition,Discretionary,,TRUE,1024240301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Earn travel rewards up to 4x faster,Earn travel rewards up to 4x faster,FALSE,FALSE,FALSE,FALSE,FALSE,OP14037 Amex Gold,FALSE,FALSE,FALSE,FALSE,,,NBA,,FALSE,FALSE,FALSE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,0.8,,FALSE,,10,FALSE,,10,,,,,,Amex,Product,Gold,,FALSE,1,0.5,Scotiabank Gold Amex - Regular,FALSE,FALSE,FALSE,,CIM,OP14037,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
Engagement,D2D,4333,D2D Engagement -Welcome-MomentumChequing,,4333,,,12/31/2030,Inform Customer,37,Customer Relationship NBA,Know My Customer,D2D Engagement -Welcome-MomentumChequing,,D2D Engagement -Welcome-MomentumChequing,,20,2,,,WEL,,,Welcome,Onboarding,,,,4333011801,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,D2D Engagement -Welcome-MomentumChequing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS17103,,,,,,,,,,,,,,,,
Engagement,ChannelAdoption,CIE4235,D2D Digital Adoption,D2D Engagement - Digital Adoption,CIE4235,,,12/31/2050,Register for Online and Mobile Banking,28,Channel NBA,Know My Customer,Digital Adoption and Usage,,Digital Adoption and Usage - No incentive - always on,,20,30,,,SOMO,,,Online & Mobile Banking,Usage,,,,4235121702,,TRUE,,,,,,,,,,,,,,,,D2D Engagement - Digital Adoption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS17104,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4315,D2D Engagement - Fund Account,D2D Engagement - Fund Account,CIE4315,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,D2D Engagement - Fund Account,,D2D Engagement - Fund Account- No Incentive-Always on,,20,30,,,FUND,,,Fund Account,Usage,,,,4315011801,,TRUE,,,,,,,,,,,,,,,,D2D Engagement - Fund Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS18022,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4316,D2D Engagement - PAD Payment,D2D Engagement - Bill Payment,CIE4316,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,D2D Engagement - Bill Payment,,D2D Engagement - Bill Payment - no incentive - always on,,60,30,,,BPAY,,,Bill Pay,Communication,,,,4316041801,,TRUE,,,,,,,,,,,,,,,,Promote Bill Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS18023,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4380,D2D Engagement \u2013 Bill Payment,D2D Engagement - Bill Payment,CIE4380,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,D2D Engagement - Bill Payment,,D2D Engagement - Bill Payment - no incentive - always on,,60,30,,,BPAY,,,Bill Pay,Communication,,,,4380041801,,TRUE,,,,,,,,,,,,,,,,Promote Bill Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS18023,,,,,,,,,,,,,,,,
CrossSell,Investments,CIE4891,"Ultimate account cross-sell, no incentive always on",D2D Engagement - Cross Sell,CIE4891,,,12/31/2030,Solicit saving account opening,2,Deposit NBA,Grow My Customer,"Ultimate account cross-sell, no incentive always on",,"Ultimate account cross-sell, no incentive always on",,20,30,,,CARD,RG,,Credit Card,Cross Sell,,,,4891111901,,TRUE,,,,,,,,,,,,,,,,"Ultimate account cross-sell, no incentive always on",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS19067,,,,,,,,,,,,,,,,
CrossSell,Investments,CIE4892,"Preferred account cross-sell, no incentive always on",D2D Engagement - Cross Sell,CIE4892,,,12/31/2030,Solicit saving account opening,2,Deposit NBA,Grow My Customer,"Preferred account cross-sell, no incentive always on",,"Preferred account cross-sell, no incentive always on",,20,30,,,CARD,RG,,Credit Card,Cross Sell,,,,4892111901,,TRUE,,,,,,,,,,,,,,,,"Preferred account cross-sell, no incentive always on",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS19067,,,,,,,,,,,,,,,,
CrossSell,Investments,CIE4893,"BBP/BBA account cross-sell, no incentive always on",D2D Engagement - Cross Sell,CIE4893,,,12/31/2030,Solicit saving account opening,2,Deposit NBA,Grow My Customer,"BBP/BBA account cross-sell, no incentive always on",,"BBP/BBA account cross-sell, no incentive always on",,20,30,,,CARD,RG,,Credit Card,Cross Sell,,,,4893111901,,TRUE,,,,,,,,,,,,,,,,"BBP/BBA account cross-sell, no incentive always on",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS19067,,,,,,,,,,,,,,,,
CrossSell,Investments,CIE4894,"SBAP account cross-sell, no incentive always on",D2D Engagement - Cross Sell,CIE4894,,,12/31/2030,Solicit saving account opening,2,Deposit NBA,Grow My Customer,"SBAP account cross-sell, no incentive always on",,"SBAP account cross-sell, no incentive always on",,20,30,,,CARD,RG,,Credit Card,Cross Sell,,,,4894111901,,TRUE,,,,,,,,,,,,,,,,"SBAP account cross-sell, no incentive always on",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS19067,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4363,D2D Engagement - Reward- Travel,D2D Engagement - Reward Reinforcement,CIE4363,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,D2D Engagement - Reward- Travel- No Incentive,,D2D Engagement - Reward- Travel- No Incentive -  Always on,,20,30,,,REWD,,,Rewards,Usage,,,,4363041801,,TRUE,,,,,,,,,,,,,,,,D2D Engagement - Reward- Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS18024,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4364,D2D Engagement - Reward- Scene,D2D Engagement - Reward Reinforcement,CIE4364,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,D2D Engagement - Reward- Scene- No Incentive,,D2D Engagement - Reward- Scene- No Incentive -  Always on,,20,30,,,REWD,,,Rewards,Usage,,,,4364041801,,TRUE,,,,,,,,,,,,,,,,D2D Engagement - Reward- Scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS18024,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4366,D2D Engagement - Reward- NoReward,D2D Engagement - Reward Reinforcement,CIE4366,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,D2D Engagement - Reward- NoReward- No Incentive,,D2D Engagement - Reward- NoReward- No Incentive - Always on,,20,30,,,REWD,,,Rewards,Usage,,,,4366041801,,TRUE,,,,,,,,,,,,,,,,D2D Engagement - Reward- NoReward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS18024,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4367,D2D Engagement - Interac Flash,D2D Engagement - Interac Flash,CIE4367,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,Interac Flash Benefits - no offer - always on.,,Interac Flash Benefits - no offer - always on.,,20,30,,,FLASH,,,Debit Flash,Onboarding,,,,4367041801,TRUE,TRUE,,,,,,,,,,,,,,,,Promote Interac Flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS18039,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4368,D2D Engagement - Visa Debit,D2D Engagement - Visa Debit,CIE4368,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,Visa Debit Benefits - No Incentive,,Visa Debit Benefits - no Incentive - Always on.,,20,30,,,VD,,,Scotia VISA Debit,Usage,,,,4368041801,TRUE,TRUE,,,,,,,,,,,,,,,,D2D Engagement - Visa Debit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS18040,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4399,D2D Early Engagement - Digita Payments - IOS,D2D Early Engagement - Digital Payment,CIE4399,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,D2D Engagement  - Digital Payments - IOS,,D2D Engagement - Digital Payments - IOS - No incentive - Always On,,20,30,,,MOBWL,,,Mobile Wallet,Usage,,,,4399071801,,,,,,,,,,,,,,,,,,D2D Early Engagement - Digita Payments - IOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD18054,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4400,D2D Engagement - Digital Payments - Android,D2D Early Engagement - Digital Payment,CIE4400,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,D2D Engagement - Digital Payments - Android,,D2D Engagement - Digital Payments - Android - No incentive - Always On,,20,30,,,MOBWL,,,Mobile Wallet,Usage,,,,4400071801,,,,,,,,,,,,,,,,,,D2D Engagement - Digital Payments - Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD18054,,,,,,,,,,,,,,,,
Engagement,D2D,CIE4401,D2D Engagement - Digital Payments - Unknown,D2D Early Engagement - Digital Payment,CIE4401,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,D2D Engagement - Digital Payments - Unknown,,D2D Engagement - Digital Payments - Unknown - No incentive - Always On,,20,30,,,MOBWL,,,Mobile Wallet,Usage,,,,4401071801,,,,,,,,,,,,,,,,,,D2D Engagement - Digital Payments - Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD18054,,,,,,,,,,,,,,,,
Service,Deposit,2496,Pre-Authorized Debit (PAD) Nudge,,2496,,,,Promote Automated Bill Payments,39,Deposit NBA,Show My Customer,Pre-Authorized Debit (PAD) Nudge,,Pre-Authorized Debit (PAD) - Automatic payroll deposit or pre-authorized transactions,,,,,,PYROL,,,PYROL,,,,,2496101701,,,,,,,,,,,,,,,,,,Pre-Authorized Debit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS17093,,,,,,,,,,,,,,,,
Renewal,Investments,CIE1210,Initiate GIC renewal,GIC Renewal,CIE1210,,,,Initiate GIC renewal,23,Investment NBA,Show My Customer,GIC Maturity,,Customer has GIC maturing in near term. Opportunity for proactive contact.,,30,150,"GIC maturing, opportunity to renew. No offer.",,GIC,RG,,GIC,Renewal,,,TRUE,1210101702,,FALSE,,,,,FALSE,FALSE,,,"With a GIC, your principal investment is safe and the interest rate can be fixed or variable for the term of the investment. Scotiabank has many investment plans and products for all your investment goals.",,,,,,,GIC Maturity,,,,,,,,Mandatory GIC Maturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ET14061,,,,,,,,,,,,,,,,
Renewal,Investments,CIE4587,Initiate GIC renewal,GIC Renewal,CIE4587,,,,Initiate GIC renewal,23,Investment NBA,Show My Customer,GIC Maturity Priority,,"HIGH PRIORITY: GIC maturing with a balance of $100,000 or more. Opportunity for proactive contact.",,30,150,"GIC maturing, opportunity to renew. No offer.",,GIC,RG,,GIC,Renewal,,,TRUE,4587121802,,FALSE,,,,,FALSE,FALSE,,,"With a GIC, your principal investment is safe and the interest rate can be fixed or variable for the term of the investment. Scotiabank has many investment plans and products for all your investment goals.",,,,,,,GIC Maturity,,,,,,,,Mandatory GIC Maturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ET14061,,,,,,,,,,,,,,,,
Renewal,SecuredLending,CIE1430,,Mortgage Renewal,CIE1430,,,,Inform Customer,37,Customer Relationship,Know My Customer,Mortgage Renewal T-6,,"Customer is eligible to renew their mortgage within the next six months. They are to be contacted to discuss their home ownership needs and, if relevant to their needs, informed of the benefits of early renewal online.",,30,150,Mortgage <Acc Num> is maturing on <Mat_Dt> and is eligible for renewal. The Mortgage Solution Builder tool will be used to determine rate offer. All borrowers on the mortgage must agree to terms and conditions of the mortgage renewal.,,MTG,RM,,Any Mortgage - Residential,Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This presents an opportunity to guide customer through the steps of renewing their mortgages early on Scotia OnLine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ET04024,,,,,,,,,,,,,,,,
CrossSell,Investments,CIE5465,RRSP Cross Sell,RRSP Cross Sell,CIE5465,,,12/31/2050,Offer a RSP account,21,Investment NBA,Grow My Customer,Open RRSP,,RRSP Cross Sell,,30,180,,,,,Retail,,Acquisition,Discretionary,Contextual,FALSE,5465082101,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21093,,,,,,,,,,,,,,,,
CrossSell,Investments,CIE5466,RESPCross Sell,RESP Cross Sell,CIE5466,,,12/31/2050,Complete or schedule financial plan,27,Investment NBA,Know My Customer,Open RESP,,RESP Cross Sell,,30,180,,,,,Retail,,Acquisition,Discretionary,Contextual,FALSE,5466082101,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21095,,,,,,,,,,,,,,,,
CrossSell,Investments,CIE5464,TFSA Cross Sell,TFSA Cross Sell,CIE5464,,,12/31/2050,Offer a TFSA account,22,Investment NBA,Grow My Customer,Open TFSA,,TFSA Cross Sell,,30,180,,,,,,,Acquisition,Discretionary,Contextual,FALSE,5464082101,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21091,,,,,,,,,,,,,,,,
CrossSell,Investments,CIE5467,MPSA Cross Sell,MPSA Cross Sell,CIE5467,,,12/31/2050,Solicit saving account opening,2,Deposit NBA,Grow My Customer,Open MPSA,,MPSA Cross Sell,,30,90,,,,,,,Acquisition,Discretionary,Contextual,FALSE,5467082101,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21097,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE5468,Supp Card Upsell,Supp Card Upsell,CIE5468,,,12/31/2050,Complete or schedule financial plan,8,Investment NBA,Grow My Customer,Supplementary CC Card Upsell,,Supplementary Credit Card Upsell,,30,120,,,,,,,Acquisition,Discretionary,Contextual,FALSE,5468082101,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21099,,,,,,,,,,,,,,,,
Engagement,Investments,CIE5501,TFSA Contribution,TFSA Contribution,CIE5501,,,12/31/2050,Transfer off-us funds into TFSA account,26,Investment NBA,Grow My Customer,TFSA contribution,,TFSA Contribution,,30,180,,,,,,,Usage,,,,5501082101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21092,,,,,,,,,,,,,,,,
Engagement,Investments,CIE5502,RRSP Contribution,RRSP Contribution,CIE5502,,,12/31/2050,Transfer off-us funds into RSP accounts,25,Investment NBA,Grow My Customer,RRSP contribution,,RRSP Contribution,,30,180,,,,,,,Usage,,,,5502082101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21094,,,,,,,,,,,,,,,,
Engagement,Investments,CIE5504,MPSA Contribution,MPSA Contribution,CIE5504,,,12/31/2050,Transfer off-us savings relationships,7,,,MPSA contribution,,MPSA Contribution,,30,90,,,,,,,Usage,,,,5504082101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21098,,,,,,,,,,,,,,,,
Engagement,Investments,CIE5503,RESP Contribution,RESP Contribution,CIE5503,,,12/31/2050,Complete or schedule financial plan,27,,,RESP Contribution,,RESP Contribution,,30,180,,,,,,,Usage,,,,5503082101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21096,,,,,,,,,,,,,,,,
CrossSell,UnsecuredLending,CIE5576,Scotialine PA,SCOTIALINE PA,CIE5576,,,11/14/2021,Offer unsecured SCL,17,Lending NBA,Grow My Customer,Scotialine PA,,"Pre-approved unsecured ScotiaLine Personal line of credit, competitive rate of interest, (refer to offer interest rate field), time limited",,30,150,"The interest rate you pay will vary with Scotiabank Prime.  No annual fee, subject to change. You agree to abide by the agreements which govern the line of credit. Copies of which will be provided to you.",,VIC,RG,Retail,ScotiaLine with VISA Access - Unsecured,Acquisition,Discretionary,NonContextual,FALSE,4184091701,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"Direct card access to funds anywhere VISA is accepted, including online and at ABMs. Pay as little as interest only every month and if you don't use it, you don't pay anything. Use ScotiaLine cheques to transfer balances or pay for large purchases.",,,,,,,,,,,,,,,Scotiabank customers. Do not have a Scotiabank line of credit. Pre-approved for line of credit.,,,,,,,,,,,,,,,,,,,,,,,,,,Unsecured,Product,NonReg,,,,,,,,,Line of Credit,,OP12020,,,,,,,,,,,,,,,,
CrossSell,UnsecuredLending,CIE5570,Mom Inf AFW,CREDIT CARD PA ACQ,CIE5570,,,,Offer credit cards,8,Payment NBA,Grow My Customer,"Momentum Infinite, AFW for the first year including Supps, +10% CB first 3 months9up to $2,000 in total purchases + AFW",,"Momentum Infinite, Annual fee waiver for the first year",,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,0,VCL,DM,,Scotia Momentum Infinite VISA,Acquisition,Discretionary,NonContextual,FALSE,4036071701,,,,,,TRUE,,,,,Earn up to 4% cash back,,,,,,,,,,,,,,,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP14037,,,,,,,,VCL,DM,312,VCL,RG,322,AXG,GC,328
CrossSell,UnsecuredLending,CIE5571,Value Fee 0.99 CABT 0% fee 6m,CREDIT CARD PA ACQ,CIE5571,,,,Offer credit cards,8,Payment NBA,Grow My Customer,"Value Fee Visa, 0.99% intro rate on cash advances and balance transfers for 6 months (w/0% BT fee)",,"Value Fee Visa, 0.99% intro rate on cash advances and balance transfers for 6 months (w/0% BT fee)",,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,0.99,VLR,RG,,Scotiabank Value VISA - Regular,Acquisition,Discretionary,NonContextual,FALSE,4002071701,,,,,,TRUE,,,,,Enjoy low interest rate,,,,,,,,,,,,,,,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP14037,,,,,,,,VLR,RG,171,VCL,ZZ,284,VCL,NF,335
CrossSell,UnsecuredLending,CIE5572,Passport Inf 20k w/1k spend 3m + AFW,CREDIT CARD PA ACQ,CIE5572,,,,Offer credit cards,8,Payment NBA,Grow My Customer,"Passport Inf, 20,000 Welcome Points with $1,000 spend in the first 3 months + 10,000 with $40,000 spend in 12 months + First Year Free",,"Passport Inf, 20,000 Welcome Points with $1,000 spend in the first 3 months + 10,000 with $40,000 spend in 12 months + First Year Free",,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,20000,VFF,TR,,Scotia Passport Visa Infinite VISA,Acquisition,Discretionary,NonContextual,FALSE,4353031801,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP14037,,,,,,,,VFF,TR,306,VCL,DM,305,AXG,GC,329
CrossSell,UnsecuredLending,CIE5573,Amex Gold 20k w/1k spend 3m + AFW,CREDIT CARD PA ACQ,CIE5573,,,,Offer credit cards,8,Payment NBA,Grow My Customer,"Amex Gold,$450 - 25k Points with $1k spend in the first 3 months + 20k points with $7,500 spend in 12 months.",,"Amex Gold, 20,000 Points with $1,000 spend in the first 3 months + 20,000 with $7,500 spend in 12 months + First Year Free",,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,20000,AXG,GC,,Scotiabank Gold Amex - Regular,Acquisition,Discretionary,NonContextual,FALSE,4037071701,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP14037,,,,,,,,AXG,GC,303,VCL,RG,322,AXS,SC,380
CrossSell,UnsecuredLending,CIE5574,Mom NF 5% CB 3m,CREDIT CARD PA ACQ,CIE5574,,,,Offer credit cards,8,Payment NBA,Grow My Customer,"Momentum No Fee, 5% Cash Back in first 3 months on maximum of $2,000 spend",,"Momentum No Fee, 5% Cash Back in first 3 months on maximum of $2,000 spend",,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,5,VCL,NF,,Scotia Momentum No-Fee VISA,Acquisition,Discretionary,NonContextual,FALSE,4009071701,,,,,,TRUE,,,,,Cash back with no annual fee,,,,,,,,,,,,,,,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP14037,,,,,,,,VCL,NF,169,VCL,RG,322,VCL,ZZ,284
CrossSell,UnsecuredLending,CIE5575,Scene 5k w/750 spend 3m,CREDIT CARD PA ACQ,CIE5575,,,,Offer credit cards,8,Payment NBA,Grow My Customer,"Scene, 5,000 Scene+ Points with $750 spend in first 3 months",,"Scene, 5,000 Scene+ Points with $750 spend in first 3 months",,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,5000,VCL,ZZ,,SCENE VISA Card - Regular,Acquisition,Discretionary,NonContextual,FALSE,4151081701,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,Scotiabank customers. Do not have a Scotiabank credit card. Pre-approved for credit card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP14037,,,,,,,,VCL,ZZ,287,VCL,NF,335,VLR,RG,321V
Engagement,D2D,CIE5616,Bill Payment Transaction Migration,Bill Payment Transaction Migration,CIE5616,,15/06/2021,12/31/2050,Promote Automated bill payments,39,Deposit NBA,Grow My Customer,Bill Payment Transaction Migration,,Bill Payment Transaction Migration,,10,90,,,,,,,Usage,,,,5616012201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21133,,,,,,,,,,,,,,,,
Engagement,D2D,CIE5614,ODP Right Sizing,ODP Right Sizing,CIE5614,,,12/31/2050,Offer overdraft protection,3,,,ODP Right Sizing,,ODP Right Sizing,,30,90,,,,,,,Usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21131,,,,,,,,,,,,,,,,
Engagement,D2D,CIE5619,New to Canada Early Tenure Credit Touchpoint,New to Canada Early Tenure Credit Touchpoint,CIE5619,,,12/31/2050,Offer credit cards,8,,,New to Canada Early Tenure Credit Touchpoint,,New to Canada Early Tenure Credit Touchpoint,,30,150,,,,,,,Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS2098A,,,,,,,,,,,,,,,,
Engagement,D2D,CIE5615,Visa Debit Ongoing Usage,Visa Debit Ongoing Usage,CIE5615,,,12/31/2050,Enroll in VISA Debit,11,Payment NBA,Show My Customer,Visa Debit Ongoing Usage,,Visa Debit Ongoing Usage,,30,180,,,,,,,Usage,,,,5615012201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21132,,,,,,,,,,,,,,,,
